S12_001,S12_001c,S12_001g,S12_002,S12_003,S12_004,S12_005,S12_006,S12_007,S12_008,S12_009,S12_010,S12_011,S12_012,S12_013,S12_014,S12_015,S12_016,S12_017,S12_018,S12_019,S12_020,S12_021,S12_022,S12_023,S12_024,S12_025,S12_026,S12_027,S12_028,S12_029,S12_030,S12_031,S12_032,S12_033,S12_034,S12_035,S12_036,S12_037,S12_038,S12_039,S12_040,S12_041,S12_042,S12_043,S12_044,S12_045,S12_046,S12_047,S12_048,S12_049,S12_050,S12_051,S12_052,S12_053,S12_054,S12_055,S12_056,S12_057,geometry
伊予氷見,008669,008669,四国旅客鉄道,予讃線,11,2,1,1,,108,1,1,,104,1,1,,100,1,1,,104,1,1,,116,1,1,,122,1,1,,112,1,1,,116,1,1,,102,1,1,,70,1,1,,66,1,1,,60,1,1,,60,"LINESTRING (133.13063 33.89677, 133.13153 33.89672)"
伊予西条,008654,008654,四国旅客鉄道,予讃線,11,2,1,1,,2998,1,1,,3032,1,1,,3158,1,1,,3056,1,1,,3104,1,1,,3060,1,1,,3098,1,1,,3026,1,1,,3026,1,1,,2504,1,1,,2572,1,1,,2850,1,1,,2898,"LINESTRING (133.18729 33.91215, 133.18922 33.91298)"
新居浜,008634,008634,四国旅客鉄道,予讃線,11,2,1,1,,3960,1,1,,3976,1,1,,4056,1,1,,3980,1,1,,4034,1,1,,4002,1,1,,4142,1,1,,4038,1,1,,3896,1,1,,2740,1,1,,3056,1,1,,3608,1,1,,3906,"LINESTRING (133.29543 33.94863, 133.29409 33.94746)"
関川,008624,008624,四国旅客鉄道,予讃線,11,2,1,1,,126,1,1,,128,1,1,,112,1,1,,112,1,1,,118,1,1,,114,1,1,,120,1,1,,106,1,1,,114,1,1,,100,1,1,,86,1,1,,80,1,1,,88,"LINESTRING (133.39329 33.95575, 133.39244 33.95579)"
波方,008475,008475,四国旅客鉄道,予讃線,11,2,1,1,,164,1,1,,160,1,1,,162,1,1,,144,1,1,,138,1,1,,132,1,1,,122,1,1,,136,1,1,,134,1,1,,120,1,1,,120,1,1,,126,1,1,,114,"LINESTRING (132.94221 34.09525, 132.94298 34.09526)"
多喜浜,008603,008603,四国旅客鉄道,予讃線,11,2,1,1,,164,1,1,,178,1,1,,180,1,1,,168,1,1,,158,1,1,,172,1,1,,174,1,1,,156,1,1,,168,1,1,,138,1,1,,140,1,1,,152,1,1,,154,"LINESTRING (133.32597 33.97058, 133.32446 33.97048)"
壬生川,008645,008645,四国旅客鉄道,予讃線,11,2,1,1,,1448,1,1,,1500,1,1,,1506,1,1,,1528,1,1,,1640,1,1,,1626,1,1,,1712,1,1,,1664,1,1,,1600,1,1,,1274,1,1,,1202,1,1,,1224,1,1,,1290,"LINESTRING (133.08611 33.92907, 133.08505 33.93023)"
北伊予,008827,008827,四国旅客鉄道,予讃線,11,2,1,1,,554,1,1,,546,1,1,,548,1,1,,486,1,1,,464,1,1,,476,1,1,,486,1,1,,474,1,1,,482,1,1,,318,1,1,,306,1,1,,312,1,1,,326,"LINESTRING (132.7488 33.78681, 132.74879 33.78786)"
今治,008511,008511,四国旅客鉄道,予讃線,11,2,1,1,,4876,1,1,,4940,1,1,,5006,1,1,,4950,1,1,,5130,1,1,,4940,1,1,,4976,1,1,,4600,1,1,,4508,1,1,,3428,1,1,,3510,1,1,,3846,1,1,,4178,"LINESTRING (132.99335 34.06464, 132.99434 34.06357)"
粟井,008639,008639,四国旅客鉄道,予讃線,11,2,1,1,,792,1,1,,782,1,1,,756,1,1,,728,1,1,,794,1,1,,806,1,1,,780,1,1,,794,1,1,,808,1,1,,690,1,1,,700,1,1,,706,1,1,,736,"LINESTRING (132.77084 33.94345, 132.77035 33.94242)"
三津浜,008710,008710,四国旅客鉄道,予讃線,11,2,1,1,,1148,1,1,,1174,1,1,,1174,1,1,,1078,1,1,,1078,1,1,,1070,1,1,,1106,1,1,,1092,1,1,,1080,1,1,,892,1,1,,870,1,1,,914,1,1,,998,"LINESTRING (132.72878 33.86246, 132.7288 33.86096)"
伊予三芳,008625,008625,四国旅客鉄道,予讃線,11,2,1,1,,440,1,1,,400,1,1,,462,1,1,,432,1,1,,486,1,1,,468,1,1,,438,1,1,,404,1,1,,368,1,1,,352,1,1,,312,1,1,,298,1,1,,262,"LINESTRING (133.06499 33.95399, 133.06367 33.95469)"
石鎚山,008671,008671,四国旅客鉄道,予讃線,11,2,1,1,,36,1,1,,48,1,1,,54,1,1,,48,1,1,,62,1,1,,56,1,1,,82,1,1,,90,1,1,,98,1,1,,84,1,1,,74,1,1,,68,1,1,,64,"LINESTRING (133.15713 33.89589, 133.15809 33.89591)"
下灘,008937,008937,四国旅客鉄道,予讃線,11,2,1,1,,100,1,1,,82,1,1,,76,1,1,,62,1,1,,64,1,1,,70,1,1,,80,1,1,,78,1,1,,108,1,1,,72,1,1,,76,1,1,,84,1,1,,106,"LINESTRING (132.58946 33.65531, 132.58882 33.65487)"
下宇和,009352,009352,四国旅客鉄道,予讃線,11,2,1,1,,36,1,1,,28,1,1,,24,1,1,,18,1,1,,22,1,1,,24,1,1,,26,1,1,,26,1,1,,40,1,1,,44,1,1,,54,1,1,,54,1,1,,58,"LINESTRING (132.53122 33.34947, 132.53095 33.35009)"
伊予上灘,008908,008908,四国旅客鉄道,予讃線,11,2,1,1,,234,1,1,,256,1,1,,204,1,1,,210,1,1,,204,1,1,,212,1,1,,196,1,1,,170,1,1,,158,1,1,,148,1,1,,136,1,1,,112,1,1,,128,"LINESTRING (132.6333 33.68381, 132.63262 33.68341)"
伊予吉田,009434,009434,四国旅客鉄道,予讃線,11,2,1,1,,318,1,1,,296,1,1,,320,1,1,,258,1,1,,294,1,1,,298,1,1,,290,1,1,,218,1,1,,200,1,1,,160,1,1,,134,1,1,,140,1,1,,146,"LINESTRING (132.5442 33.27309, 132.54443 33.27373)"
立間,009408,009408,四国旅客鉄道,予讃線,11,2,1,1,,196,1,1,,196,1,1,,198,1,1,,186,1,1,,174,1,1,,144,1,1,,136,1,1,,112,1,1,,106,1,1,,90,1,1,,86,1,1,,90,1,1,,82,"LINESTRING (132.53958 33.29641, 132.53935 33.29704)"
向井原,008866,008866,四国旅客鉄道,予讃線,11,2,1,1,,110,1,1,,112,1,1,,130,1,1,,122,1,1,,126,1,1,,110,1,1,,100,1,1,,90,1,1,,90,1,1,,70,1,1,,82,1,1,,82,1,1,,82,"LINESTRING (132.69573 33.73622, 132.69565 33.73557)"
伊予大洲,009223,009223,四国旅客鉄道,予讃線,11,2,1,1,,1984,1,1,,1976,1,1,,2052,1,1,,1984,1,1,,2030,1,1,,1886,1,1,,1914,1,1,,1740,1,1,,1784,1,1,,1432,1,1,,1322,1,1,,1362,1,1,,1320,"LINESTRING (132.54526 33.51953, 132.54442 33.51757)"
伊予平野,009253,009253,四国旅客鉄道,予讃線,11,2,1,1,,62,1,1,,58,1,1,,56,1,1,,50,1,1,,60,1,1,,64,1,1,,66,1,1,,56,1,1,,48,1,1,,34,1,1,,38,1,1,,34,1,1,,36,"LINESTRING (132.5184 33.49516, 132.51783 33.49606)"
宇和島,009486,009486,四国旅客鉄道,予讃線,11,2,1,1,,2834,1,1,,2796,1,1,,2886,1,1,,2738,1,1,,2724,1,1,,2638,1,1,,2580,1,1,,2264,1,1,,2186,1,1,,1636,1,1,,1638,1,1,,1726,1,1,,1736,"LINESTRING (132.56717 33.22576, 132.56825 33.22661)"
伊予出石,009018,009018,四国旅客鉄道,予讃線,11,2,1,1,,86,1,1,,72,1,1,,66,1,1,,60,1,1,,74,1,1,,84,1,1,,72,1,1,,50,1,1,,66,1,1,,60,1,1,,54,1,1,,46,1,1,,46,"LINESTRING (132.49909 33.59609, 132.49861 33.59663)"
伊予中山,008949,008949,四国旅客鉄道,予讃線,11,2,1,1,,364,1,1,,364,1,1,,310,1,1,,268,1,1,,238,1,1,,220,1,1,,216,1,1,,208,1,1,,162,1,1,,138,1,1,,124,1,1,,130,1,1,,126,"LINESTRING (132.71208 33.6486, 132.71173 33.6498)"
千丈,009268,009268,四国旅客鉄道,予讃線,11,2,1,1,,10,1,1,,6,1,1,,2,1,1,,2,1,1,,8,1,1,,6,1,1,,10,1,1,,8,1,1,,8,1,1,,6,1,1,,8,1,1,,4,1,1,,6,"LINESTRING (132.457 33.46524, 132.45768 33.46563)"
伊予石城,009319,009319,四国旅客鉄道,予讃線,11,2,1,1,,52,1,1,,52,1,1,,50,1,1,,46,1,1,,50,1,1,,36,1,1,,32,1,1,,32,1,1,,48,1,1,,54,1,1,,52,1,1,,48,1,1,,52,"LINESTRING (132.47268 33.3917, 132.47343 33.39148)"
高光,009452,009452,四国旅客鉄道,予讃線,11,2,1,1,,12,1,1,,10,1,1,,10,1,1,,10,1,1,,12,1,1,,10,1,1,,4,1,1,,2,1,1,,2,1,1,,0,1,1,,2,1,1,,0,1,1,,2,"LINESTRING (132.57357 33.2557, 132.57344 33.25626)"
上宇和,009324,009324,四国旅客鉄道,予讃線,11,2,1,1,,132,1,1,,146,1,1,,182,1,1,,172,1,1,,164,1,1,,146,1,1,,164,1,1,,152,1,1,,164,1,1,,144,1,1,,138,1,1,,140,1,1,,156,"LINESTRING (132.50155 33.37966, 132.50121 33.38027)"
串,008952,008952,四国旅客鉄道,予讃線,11,2,1,1,,24,1,1,,22,1,1,,22,1,1,,20,1,1,,14,1,1,,10,1,1,,10,1,1,,10,1,1,,8,1,1,,2,1,1,,6,1,1,,8,1,1,,2,"LINESTRING (132.56344 33.64717, 132.56268 33.64694)"
八幡浜,009272,009272,四国旅客鉄道,予讃線,11,2,1,1,,2234,1,1,,2216,1,1,,2242,1,1,,2114,1,1,,2118,1,1,,2026,1,1,,2038,1,1,,1806,1,1,,1770,1,1,,1432,1,1,,1358,1,1,,1392,1,1,,1434,"LINESTRING (132.43586 33.45781, 132.4365 33.45825)"
伊予白滝,009060,009060,四国旅客鉄道,予讃線,11,2,1,1,,90,1,1,,56,1,1,,48,1,1,,40,1,1,,76,1,1,,74,1,1,,72,1,1,,40,1,1,,38,1,1,,32,1,1,,20,1,1,,20,1,1,,18,"LINESTRING (132.52614 33.57866, 132.52693 33.57822)"
伊予市,008855,008855,四国旅客鉄道,予讃線,11,2,1,1,,1296,1,1,,1258,1,1,,1216,1,1,,1110,1,1,,1142,1,1,,1174,1,1,,1182,1,1,,1084,1,1,,1034,1,1,,824,1,1,,848,1,1,,852,1,1,,908,"LINESTRING (132.70226 33.75524, 132.70295 33.75588)"
五郎,009199,009199,四国旅客鉄道,予讃線,11,2,1,1,,38,1,1,,42,1,1,,54,1,1,,62,1,1,,48,1,1,,50,1,1,,38,1,1,,40,1,1,,28,1,1,,28,1,1,,24,1,1,,28,1,1,,22,"LINESTRING (132.57049 33.5417, 132.57056 33.54096)"
鳥ノ木,008848,008848,四国旅客鉄道,予讃線,11,2,1,1,,400,1,1,,370,1,1,,384,1,1,,374,1,1,,384,1,1,,364,1,1,,358,1,1,,356,1,1,,362,1,1,,360,1,1,,318,1,1,,318,1,1,,324,"LINESTRING (132.71107 33.76353, 132.7117 33.76393)"
伊予大平,008882,008882,四国旅客鉄道,予讃線,11,2,1,1,,36,1,1,,30,1,1,,30,1,1,,30,1,1,,32,1,1,,30,1,1,,26,1,1,,30,1,1,,48,1,1,,38,1,1,,26,1,1,,28,1,1,,28,"LINESTRING (132.70848 33.71635, 132.70834 33.71569)"
西大洲,009238,009238,四国旅客鉄道,予讃線,11,2,1,1,,82,1,1,,94,1,1,,86,1,1,,78,1,1,,74,1,1,,88,1,1,,82,1,1,,80,1,1,,72,1,1,,70,1,1,,64,1,1,,48,1,1,,40,"LINESTRING (132.52747 33.50833, 132.52678 33.50802)"
春賀,009150,009150,四国旅客鉄道,予讃線,11,2,1,1,,36,1,1,,18,1,1,,28,1,1,,28,1,1,,38,1,1,,36,1,1,,36,1,1,,26,1,1,,28,1,1,,24,1,1,,20,1,1,,24,1,1,,24,"LINESTRING (132.55496 33.55587, 132.55565 33.55543)"
喜多灘,008963,008963,四国旅客鉄道,予讃線,11,2,1,1,,36,1,1,,32,1,1,,30,1,1,,38,1,1,,44,1,1,,38,1,1,,34,1,1,,30,1,1,,30,1,1,,26,1,1,,18,1,1,,12,1,1,,12,"LINESTRING (132.53182 33.63731, 132.53171 33.63726, 132.5315 33.63716, 132.53144 33.63713, 132.53111 33.63697)"
伊予立川,009012,009012,四国旅客鉄道,予讃線,11,2,1,1,,60,1,1,,66,1,1,,74,1,1,,66,1,1,,52,1,1,,52,1,1,,44,1,1,,48,1,1,,44,1,1,,38,1,1,,30,1,1,,34,1,1,,32,"LINESTRING (132.67687 33.60031, 132.67774 33.60118)"
八多喜,009109,009109,四国旅客鉄道,予讃線,11,2,1,1,,92,1,1,,84,1,1,,78,1,1,,86,1,1,,102,1,1,,100,1,1,,86,1,1,,64,1,1,,70,1,1,,68,1,1,,62,1,1,,72,1,1,,60,"LINESTRING (132.54057 33.56274, 132.54098 33.56216)"
双岩,009291,009291,四国旅客鉄道,予讃線,11,2,1,1,,86,1,1,,82,1,1,,94,1,1,,84,1,1,,78,1,1,,56,1,1,,66,1,1,,62,1,1,,58,1,1,,34,1,1,,34,1,1,,40,1,1,,42,"LINESTRING (132.45801 33.42396, 132.45777 33.42459)"
伊予長浜,008990,008990,四国旅客鉄道,予讃線,11,2,1,1,,410,1,1,,362,1,1,,420,1,1,,396,1,1,,478,1,1,,444,1,1,,414,1,1,,328,1,1,,268,1,1,,234,1,1,,234,1,1,,252,1,1,,246,"LINESTRING (132.48667 33.61487, 132.48747 33.61516)"
高野川,008892,008892,四国旅客鉄道,予讃線,11,2,1,1,,70,1,1,,66,1,1,,72,1,1,,70,1,1,,78,1,1,,76,1,1,,64,1,1,,70,1,1,,58,1,1,,54,1,1,,32,1,1,,36,1,1,,30,"LINESTRING (132.65907 33.70187, 132.65847 33.7014)"
卯之町,009339,009339,四国旅客鉄道,予讃線,11,2,1,1,,788,1,1,,794,1,1,,786,1,1,,704,1,1,,708,1,1,,662,1,1,,640,1,1,,560,1,1,,568,1,1,,488,1,1,,500,1,1,,490,1,1,,500,"LINESTRING (132.51 33.36289, 132.50955 33.36346)"
内子,009180,009179,四国旅客鉄道,予讃線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (132.64634 33.55023, 132.64618 33.54873)"
新谷,009214,009213,四国旅客鉄道,予讃線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (132.59812 33.53417, 132.59894 33.53414)"
北宇和島,009471,009471,四国旅客鉄道,予讃線,11,2,1,1,,108,1,1,,122,1,1,,142,1,1,,118,1,1,,136,1,1,,120,1,1,,132,1,1,,94,1,1,,76,1,1,,46,1,1,,58,1,1,予土線を含む,54,1,1,予土線を含む,54,"LINESTRING (132.56975 33.2389, 132.56968 33.23958)"
打井川,009549,009549,四国旅客鉄道,予土線,11,2,1,1,,4,1,1,,2,1,1,,6,1,1,,0,1,1,,0,1,1,,2,1,1,,2,1,1,,0,1,1,,0,1,1,,6,1,1,,6,1,1,,4,1,1,,0,"LINESTRING (133.03015 33.17549, 133.02934 33.17551)"
十川,009477,009477,四国旅客鉄道,予土線,11,2,1,1,,46,1,1,,34,1,1,,30,1,1,,20,1,1,,20,1,1,,22,1,1,,16,1,1,,20,1,1,,20,1,1,,20,1,1,,14,1,1,,18,1,1,,20,"LINESTRING (132.85637 33.23501, 132.85594 33.2349, 132.85551 33.23479)"
江川崎,009545,009545,四国旅客鉄道,予土線,11,2,1,1,,52,1,1,,48,1,1,,60,1,1,,56,1,1,,52,1,1,,50,1,1,,46,1,1,,46,1,1,,38,1,1,,20,1,1,,22,1,1,,20,1,1,,16,"LINESTRING (132.78352 33.1781, 132.78284 33.17833)"
家地川,009558,009558,四国旅客鉄道,予土線,11,2,1,1,,2,1,1,,0,1,1,,2,1,1,,2,1,1,,2,1,1,,0,1,1,,2,1,1,,2,1,1,,4,1,1,,2,1,1,,2,1,1,,0,1,1,,0,"LINESTRING (133.07514 33.16141, 133.07435 33.16141)"
土佐大正,009526,009526,四国旅客鉄道,予土線,11,2,1,1,,114,1,1,,92,1,1,,80,1,1,,62,1,1,,60,1,1,,44,1,1,,30,1,1,,30,1,1,,32,1,1,,38,1,1,,32,1,1,,50,1,1,,50,"LINESTRING (132.97546 33.19445, 132.97572 33.19501, 132.97575 33.19507)"
真土,009489,009489,四国旅客鉄道,予土線,11,2,1,1,,14,1,1,,18,1,1,,22,1,1,,18,1,1,,18,1,1,,8,1,1,,8,1,1,,6,1,1,,6,1,1,,2,1,1,,6,1,1,,10,1,1,,8,"LINESTRING (132.74476 33.22418, 132.74554 33.224)"
若井,009535,009535,四国旅客鉄道,予土線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,2,2,,0,1,1,,0,1,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (133.10562 33.18771, 133.10605 33.18838)"
半家,009515,009515,四国旅客鉄道,予土線,11,2,1,1,,8,1,1,,6,1,1,,6,1,1,,8,1,1,,6,1,1,,10,1,1,,4,1,1,,6,1,1,,4,1,1,,6,1,1,,4,1,1,,4,1,1,,4,"LINESTRING (132.79162 33.20156, 132.7923 33.20202)"
西ヶ方,009537,009537,四国旅客鉄道,予土線,11,2,1,1,,4,1,1,,4,1,1,,2,1,1,,6,1,1,,12,1,1,,12,1,1,,10,1,1,,10,1,1,,8,1,1,,10,1,1,,8,1,1,,4,1,1,,4,"LINESTRING (132.76726 33.18774, 132.76706 33.18716)"
土佐昭和,009493,009493,四国旅客鉄道,予土線,11,2,1,1,,20,1,1,,26,1,1,,26,1,1,,24,1,1,,20,1,1,,14,1,1,,6,1,1,,2,1,1,,6,1,1,,10,1,1,,12,1,1,,22,1,1,,20,"LINESTRING (132.89782 33.21973, 132.89755 33.22004, 132.8973 33.2203)"
吉野生,009488,009488,四国旅客鉄道,予土線,11,2,1,1,,22,1,1,,22,1,1,,24,1,1,,18,1,1,,18,1,1,,16,1,1,,26,1,1,,28,1,1,,34,1,1,,28,1,1,,26,1,1,,24,1,1,,24,"LINESTRING (132.72902 33.22474, 132.72961 33.22429)"
北宇和島,009472,009471,四国旅客鉄道,予土線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (132.56975 33.2389, 132.56968 33.23958)"
伊予宮野下,009414,009414,四国旅客鉄道,予土線,11,2,1,1,,238,1,1,,222,1,1,,258,1,1,,296,1,1,,298,1,1,,268,1,1,,246,1,1,,220,1,1,,190,1,1,,188,1,1,,162,1,1,,146,1,1,,140,"LINESTRING (132.60622 33.28899, 132.60549 33.28862)"
務田,009423,009423,四国旅客鉄道,予土線,11,2,1,1,,74,1,1,,94,1,1,,106,1,1,,100,1,1,,102,1,1,,84,1,1,,82,1,1,,62,1,1,,56,1,1,,54,1,1,,52,1,1,,54,1,1,,62,"LINESTRING (132.6009 33.2829, 132.60032 33.28282)"
出目,009459,009459,四国旅客鉄道,予土線,11,2,1,1,,32,1,1,,34,1,1,,38,1,1,,36,1,1,,26,1,1,,22,1,1,,24,1,1,,26,1,1,,26,1,1,,20,1,1,,16,1,1,,6,1,1,,4,"LINESTRING (132.69165 33.25204, 132.69222 33.25155)"
深田,009441,009441,四国旅客鉄道,予土線,11,2,1,1,,14,1,1,,14,1,1,,16,1,1,,14,1,1,,18,1,1,,18,1,1,,16,1,1,,12,1,1,,12,1,1,,10,1,1,,8,1,1,,14,1,1,,14,"LINESTRING (132.66049 33.26729, 132.6603 33.26798)"
大内,009416,009416,四国旅客鉄道,予土線,11,2,1,1,,38,1,1,,42,1,1,,34,1,1,,30,1,1,,34,1,1,,34,1,1,,34,1,1,,30,1,1,,34,1,1,,20,1,1,,24,1,1,,14,1,1,,20,"LINESTRING (132.64204 33.28705, 132.64148 33.28758)"
松丸,009484,009484,四国旅客鉄道,予土線,11,2,1,1,,88,1,1,,108,1,1,,118,1,1,,124,1,1,,120,1,1,,132,1,1,,124,1,1,,116,1,1,,114,1,1,,108,1,1,,100,1,1,,102,1,1,,96,"LINESTRING (132.70853 33.22841, 132.70924 33.22809)"
近永,009455,009455,四国旅客鉄道,予土線,11,2,1,1,,266,1,1,,310,1,1,,376,1,1,,388,1,1,,412,1,1,,368,1,1,,400,1,1,,334,1,1,,342,1,1,,288,1,1,,312,1,1,,310,1,1,,292,"LINESTRING (132.67684 33.25549, 132.67594 33.25583)"
二名,009411,009411,四国旅客鉄道,予土線,11,2,1,1,,34,1,1,,36,1,1,,28,1,1,,26,1,1,,22,1,1,,32,1,1,,38,1,1,,36,1,1,,40,1,1,,42,1,1,,38,1,1,,38,1,1,,42,"LINESTRING (132.62945 33.29167, 132.6286 33.29135)"
朝日通,010037,010037,鹿児島市,第一期線,21,3,1,1,,1614,1,1,,1577,1,1,,1588,1,1,,1570,1,1,,1569,1,1,,1561,1,1,,1330,1,1,,1389,1,1,,1418,1,1,,1005,1,1,,1095,1,1,,1330,1,1,,1655,"LINESTRING (130.55724 31.59497, 130.55724 31.59484, 130.55723 31.59453)"
水族館口,010035,010035,鹿児島市,第一期線,21,3,1,1,,1184,1,1,,1190,1,1,,1222,1,1,,1177,1,1,,1109,1,1,,1104,1,1,,1052,1,1,,1066,1,1,,1026,1,1,,784,1,1,,810,1,1,,945,1,1,,1055,"LINESTRING (130.55956 31.59885, 130.5592 31.59851)"
天文館通,010040,010040,鹿児島市,第一期線,21,3,1,1,,4578,1,1,,4553,1,1,,4564,1,1,,4530,1,1,,4605,1,1,,4583,1,1,,3826,1,1,,3957,1,1,,3762,1,1,,2708,1,1,,2972,1,1,,4347,1,1,,5127,"LINESTRING (130.55496 31.59062, 130.55453 31.59041)"
鹿児島駅前,010033,010033,鹿児島市,第一期線,21,3,1,1,,1492,1,1,,1506,1,1,,1526,1,1,,1525,1,1,,1527,1,1,,1519,1,1,,1197,1,1,,1130,1,1,,978,1,1,,11,1,1,,949,1,1,,1344,1,1,,1735,"LINESTRING (130.56262 31.60126, 130.56208 31.60113)"
新屋敷,010052,010052,鹿児島市,第一期線,21,3,1,1,,878,1,1,,881,1,1,,887,1,1,,896,1,1,,803,1,1,,800,1,1,,804,1,1,,832,1,1,,814,1,1,,658,1,1,,730,1,1,,809,1,1,,823,"LINESTRING (130.5539 31.58307, 130.55384 31.58334, 130.5538 31.58352)"
桜島桟橋通,010034,010034,鹿児島市,第一期線,21,3,1,1,,1212,1,1,,1227,1,1,,1250,1,1,,1246,1,1,,1265,1,1,,1260,1,1,,1332,1,1,,1380,1,1,,1461,1,1,,1744,1,1,,1008,1,1,,1076,1,1,,1078,"LINESTRING (130.56118 31.60015, 130.5608 31.59988)"
高見馬場,010041,010041,鹿児島市,第一期線,21,3,1,1,,3203,1,1,,3075,1,1,,3011,1,1,,2925,1,1,,2933,1,1,,2920,1,1,,3027,1,1,,3153,1,1,,3286,1,1,,2290,1,1,,2504,1,1,第二期線を含む,2730,1,1,第二期線を含む,3006,"LINESTRING (130.55008 31.58825, 130.54966 31.58804)"
甲東中学校前,010045,010045,鹿児島市,第一期線,21,3,1,1,,816,1,1,,849,1,1,,885,1,1,,854,1,1,,586,1,1,,584,1,1,,496,1,1,,553,1,1,,235,1,1,,356,1,1,,424,1,1,,420,1,1,,580,"LINESTRING (130.55301 31.58576, 130.55274 31.58613)"
いづろ通,010039,010039,鹿児島市,第一期線,21,3,1,1,,3872,1,1,,3845,1,1,,3939,1,1,,3888,1,1,,3785,1,1,,3767,1,1,,3347,1,1,,3464,1,1,,3324,1,1,,2416,1,1,,2457,1,1,,2970,1,1,,3268,"LINESTRING (130.55757 31.59164, 130.55711 31.59148)"
武之橋,010054,010054,鹿児島市,第一期線,21,3,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (130.55395 31.57926, 130.55399 31.57966)"
市役所前,010036,010036,鹿児島市,第一期線,21,3,1,1,,1260,1,1,,1283,1,1,,1305,1,1,,1332,1,1,,1378,1,1,,1372,1,1,,1371,1,1,,1416,1,1,,1435,1,1,,1171,1,1,,1269,1,1,,1512,1,1,,1606,"LINESTRING (130.55826 31.59746, 130.55802 31.59707)"
高見馬場,010042,010041,鹿児島市,第二期線,21,3,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (130.55008 31.58825, 130.54966 31.58804)"
鹿児島中央駅前,010050,010050,鹿児島市,第二期線,21,3,1,1,,4925,1,1,,5082,1,1,,5140,1,1,,5169,1,1,,5636,1,1,,5606,1,1,,5228,1,1,,5475,1,1,,5474,1,1,,3580,1,1,,4145,1,1,唐湊線を含む,5122,1,1,唐湊線を含む,6025,"LINESTRING (130.54354 31.58374, 130.5435 31.58355)"
加治屋町,010043,010043,鹿児島市,第二期線,21,3,1,1,,758,1,1,,743,1,1,,737,1,1,,697,1,1,,727,1,1,,723,1,1,,882,1,1,,825,1,1,,799,1,1,,555,1,1,,581,1,1,,626,1,1,,647,"LINESTRING (130.54783 31.58716, 130.54742 31.58694)"
高見橋,010046,010046,鹿児島市,第二期線,21,3,1,1,,716,1,1,,732,1,1,,734,1,1,,719,1,1,,740,1,1,,737,1,1,,737,1,1,,822,1,1,,841,1,1,,624,1,1,,617,1,1,,708,1,1,,706,"LINESTRING (130.54549 31.586, 130.54518 31.58585, 130.54508 31.58579)"
武之橋,010055,010054,鹿児島市,谷山線,21,3,1,1,,674,1,1,,699,1,1,,685,1,1,,697,1,1,,681,1,1,,678,1,1,,656,1,1,,665,1,1,,633,1,1,,466,1,1,,524,1,1,,611,1,1,,868,"LINESTRING (130.55395 31.57926, 130.55399 31.57966)"
二中通,010057,010057,鹿児島市,谷山線,21,3,1,1,,1354,1,1,,1379,1,1,,1372,1,1,,1343,1,1,,1224,1,1,,1219,1,1,,1093,1,1,,1112,1,1,,1130,1,1,,946,1,1,,1182,1,1,,1312,1,1,,1515,"LINESTRING (130.55371 31.57725, 130.55372 31.5773, 130.55376 31.57764)"
涙橋,010071,010071,鹿児島市,谷山線,21,3,1,1,,844,1,1,,808,1,1,,808,1,1,,804,1,1,,856,1,1,,851,1,1,,788,1,1,,759,1,1,,730,1,1,,571,1,1,,608,1,1,,621,1,1,,661,"LINESTRING (130.5468 31.5593, 130.54709 31.55972)"
笹貫,010079,010079,鹿児島市,谷山線,21,3,1,1,,1538,1,1,,1508,1,1,,1562,1,1,,1596,1,1,,1648,1,1,,1641,1,1,,1729,1,1,,1808,1,1,,1722,1,1,,1300,1,1,,1336,1,1,,1391,1,1,,1389,"LINESTRING (130.53362 31.53929, 130.53394 31.5396)"
宇宿一丁目,010076,010076,鹿児島市,谷山線,21,3,1,1,,590,1,1,,600,1,1,,638,1,1,,660,1,1,,686,1,1,,683,1,1,,682,1,1,,724,1,1,,690,1,1,,505,1,1,,524,1,1,,607,1,1,,688,"LINESTRING (130.53893 31.54628, 130.53916 31.54665)"
